field_name	field_location	data_type	units	field_description	allowable_enumeration
calc.weighted.enduse_group.electricity.hvac.emissions.egrid_2021_subregion	metadata	float	co2e_mmt	Stock total annual greenhouse gas emissions from HVAC enduse group electricity consumption using egrid 2021 for electricity emissions	""
calc.weighted.enduse_group.electricity.hvac.energy_consumption	metadata	float	tbtu	Stock total electricity energy consumption for all HVAC end uses including cooling, fans, heat_recovery, heat_rejection, heating, humidification, and pumps	""
calc.weighted.enduse_group.electricity.interior_equipment.emissions.egrid_2021_subregion	metadata	float	co2e_mmt	Stock total annual greenhouse gas emissions from interior_equipment enduse group electricity consumption using egrid 2021 for electricity emissions	""
calc.weighted.enduse_group.electricity.interior_equipment.energy_consumption	metadata	float	tbtu	Stock total electricity energy consumption for the interior_equipment end use	""
calc.weighted.enduse_group.electricity.lighting.emissions.egrid_2021_subregion	metadata	float	co2e_mmt	Stock total annual greenhouse gas emissions from lighting enduse group electricity consumption using egrid 2021 for electricity emissions	""
calc.weighted.enduse_group.electricity.lighting.energy_consumption	metadata	float	tbtu	Stock total electricity energy consumption for the interior_lighting and exterior_lighting end uses	""
calc.weighted.enduse_group.electricity.refrigeration.emissions.egrid_2021_subregion	metadata	float	co2e_mmt	Stock total annual greenhouse gas emissions refrigeration enduse group electricity consumption using egrid 2021 for electricity emissions	""
calc.weighted.enduse_group.electricity.refrigeration.energy_consumption	metadata	float	tbtu	Stock total electricity energy consumption for the refrigeration end use	""
calc.weighted.enduse_group.electricity.water_systems.emissions.egrid_2021_subregion	metadata	float	co2e_mmt	Stock total annual greenhouse gas emissions from water_systems enduse group electricity consumption using egrid 2021 for electricity emissions	""
calc.weighted.enduse_group.electricity.water_systems.energy_consumption	metadata	float	tbtu	Stock total electricity energy consumption for the water_systems end use	""
calc.weighted.enduse_group.natural_gas.hvac.emissions	metadata	float	co2e_mmt	Stock total annual greenhouse gas emissions from HVAC enduse group natural gas consumption	""
calc.weighted.enduse_group.natural_gas.hvac.energy_consumption	metadata	float	tbtu	Stock total natural gas energy consumption for all HVAC end uses including cooling, fans, heat_recovery, heat_rejection, heating, humidification, and pumps	""
calc.weighted.enduse_group.natural_gas.interior_equipment.emissions	metadata	float	co2e_mmt	Stock total annual greenhouse gas emissions from interior_equipment enduse group natural gas consumption	""
calc.weighted.enduse_group.natural_gas.interior_equipment.energy_consumption	metadata	float	tbtu	Stock total natural gas energy consumption for the interior_equipment end use	""
calc.weighted.enduse_group.natural_gas.water_systems.emissions	metadata	float	co2e_mmt	Stock total annual greenhouse gas emissions from water_systems enduse group natural gas consumption	""
calc.weighted.enduse_group.natural_gas.water_systems.energy_consumption	metadata	float	tbtu	Stock total natural gas energy consumption for the water_systems end use	""
calc.weighted.enduse_group.other_fuel.hvac.emissions	metadata	float	co2e_mmt	Stock total annual greenhouse gas emissions from HVAC enduse group propane and fuel oil consumption	""
calc.weighted.enduse_group.other_fuel.hvac.energy_consumption	metadata	float	tbtu	Stock total fuel oil and propane energy consumption for all HVAC end uses including cooling, fans, heat_recovery, heat_rejection, heating, humidification, and pumps	""
calc.weighted.enduse_group.other_fuel.interior_equipment.emissions	metadata	float	co2e_mmt	Stock total annual greenhouse gas emissions from interior_equipment enduse group propane and fuel oil consumption	""
calc.weighted.enduse_group.other_fuel.interior_equipment.energy_consumption	metadata	float	tbtu	Stock total fuel oil and propane energy consumption for the interior_equipment end use	""
calc.weighted.enduse_group.other_fuel.water_systems.emissions	metadata	float	co2e_mmt	Stock total annual greenhouse gas emissions from water_systems enduse group propane and fuel oil consumption	""
calc.weighted.enduse_group.other_fuel.water_systems.energy_consumption	metadata	float	tbtu	Stock total fuel oil and propane energy consumption for the water_systems end use	""
calc.weighted.enduse_group.site_energy.hvac.emissions	metadata	float	co2e_mmt	Stock total annual greenhouse gas emissions from HVAC enduse group energy consumption using egrid 2021 for electricity emissions	""
calc.weighted.enduse_group.site_energy.hvac.energy_consumption	metadata	float	tbtu	Stock total energy consumption for all HVAC end uses including cooling, fans, heat_recovery, heat_rejection, heating, humidification, and pumps	""
calc.weighted.enduse_group.site_energy.interior_equipment.emissions	metadata	float	co2e_mmt	Stock total annual greenhouse gas emissions from interior_equipment enduse group energy consumption using egrid 2021 for electricity emissions	""
calc.weighted.enduse_group.site_energy.interior_equipment.energy_consumption	metadata	float	tbtu	Stock total energy consumption for the interior_equipment end use	""
calc.weighted.enduse_group.site_energy.lighting.emissions	metadata	float	co2e_mmt	Stock total annual greenhouse gas emissions from lighting enduse group energy consumption using egrid 2021 for electricity emissions	""
calc.weighted.enduse_group.site_energy.lighting.energy_consumption	metadata	float	tbtu	Stock total energy consumption for the interior_lighting and exterior_lighting end uses	""
calc.weighted.enduse_group.site_energy.refrigeration.emissions	metadata	float	co2e_mmt	Stock total annual greenhouse gas emissions refrigeration enduse group energy consumption using egrid 2021 for electricity emissions	""
calc.weighted.enduse_group.site_energy.refrigeration.energy_consumption	metadata	float	tbtu	Stock total energy consumption for the refrigeration end use	""
calc.weighted.enduse_group.site_energy.water_systems.emissions	metadata	float	co2e_mmt	Stock total annual greenhouse gas emissions from water_systems enduse group energy consumption using egrid 2021 for electricity emissions	""
calc.weighted.enduse_group.site_energy.water_systems.energy_consumption	metadata	float	tbtu	Stck total energy consumption for the water_systems end use	""
calc.weighted.natural_gas.cooling.energy_consumption	metadata	float	tbtu	Stock total consumption of natural gas energy for the cooling end use	""
calc.weighted.natural_gas.heating.energy_consumption	metadata	float	tbtu	Stock total consumption of natural gas energy for the heating end use	""
calc.weighted.natural_gas.interior_equipment.energy_consumption	metadata	float	tbtu	Stock total consumption of natural gas energy for the interior equipment end use	""
calc.weighted.natural_gas.total.energy_consumption	metadata	float	tbtu	Stock total consumption of natural gas energy for all end uses	""
calc.weighted.natural_gas.water_systems.energy_consumption	metadata	float	tbtu	Stock total consumption of natural gas energy for the water systems end use	""
calc.weighted.other_fuel.cooling.energy_consumption	metadata	float	tbtu	Stock total consumption of fuel oil and propane energy for the cooling end use	""
calc.weighted.other_fuel.heating.energy_consumption	metadata	float	tbtu	Stock total consumption of fuel oil and propane energy for the heating end use	""
calc.weighted.other_fuel.interior_equipment.energy_consumption	metadata	float	tbtu	Stock total consumption of fuel oil and propane energy for the interior equipment end use	""
calc.weighted.other_fuel.total.energy_consumption	metadata	float	tbtu	Stock total consumption of fuel oil and propane energy for all end uses	""
calc.weighted.other_fuel.water_systems.energy_consumption	metadata	float	tbtu	Stock total consumption of fuel oil and propane energy for the water systems end use	""
calc.weighted.savings.district_cooling.cooling.energy_consumption	metadata	float	tbtu	Stock total savings of district cooling energy for the cooling end use	""
calc.weighted.savings.district_cooling.total.energy_consumption	metadata	float	tbtu	Stock total savings of district cooling energy for the total end use	""
calc.weighted.savings.district_heating.cooling.energy_consumption	metadata	float	tbtu	Stock total savings of district heating energy for the cooling end use	""
calc.weighted.savings.district_heating.heating.energy_consumption	metadata	float	tbtu	Stock total savings of district heating energy for the heating end use	""
calc.weighted.savings.district_heating.total.energy_consumption	metadata	float	tbtu	Stock total savings of district heating energy for the total end use	""
calc.weighted.savings.district_heating.water_systems.energy_consumption	metadata	float	tbtu	Stock total savings of district heating energy for the water systems end use	""
calc.weighted.savings.electricity.cooling.energy_consumption	metadata	float	tbtu	Stock total savings of electricity energy for the cooling end use	""
calc.weighted.savings.electricity.exterior_lighting.energy_consumption	metadata	float	tbtu	Stock total savings of electricity energy for the exterior lighting end use	""
calc.weighted.savings.electricity.fans.energy_consumption	metadata	float	tbtu	Stock total savings of electricity energy for the fans end use	""
calc.weighted.savings.electricity.heat_recovery.energy_consumption	metadata	float	tbtu	Stock total savings of electricity energy for the heat recovery end use	""
calc.weighted.savings.electricity.heat_rejection.energy_consumption	metadata	float	tbtu	Stock total savings of electricity energy for the heat rejection end use	""
calc.weighted.savings.electricity.heating.energy_consumption	metadata	float	tbtu	Stock total savings of electricity energy for the heating end use	""
calc.weighted.savings.electricity.interior_equipment.energy_consumption	metadata	float	tbtu	Stock total savings of electricity energy for the interior equipment end use	""
calc.weighted.savings.electricity.interior_lighting.energy_consumption	metadata	float	tbtu	Stock total savings of electricity energy for the interior lighting end use	""
calc.weighted.savings.electricity.pumps.energy_consumption	metadata	float	tbtu	Stock total savings of electricity energy for the pumps end use	""
calc.weighted.savings.electricity.refrigeration.energy_consumption	metadata	float	tbtu	Stock total savings of electricity energy for the refrigeration end use	""
calc.weighted.savings.electricity.total.energy_consumption	metadata	float	tbtu	Stock total savings of electricity energy for the total end use	""
calc.weighted.savings.electricity.water_systems.energy_consumption	metadata	float	tbtu	Stock total savings of electricity energy for the water systems end use	""
calc.weighted.savings.natural_gas.cooling.energy_consumption	metadata	float	tbtu	Stock total savings of natural gas energy for the cooling end use	""
calc.weighted.savings.natural_gas.heating.energy_consumption	metadata	float	tbtu	Stock total savings of natural gas energy for the heating end use	""
calc.weighted.savings.natural_gas.interior_equipment.energy_consumption	metadata	float	tbtu	Stock total savings of natural gas energy for the interior equipment end use	""
calc.weighted.savings.natural_gas.total.energy_consumption	metadata	float	tbtu	Stock total savings of natural gas energy for the total end use	""
calc.weighted.savings.natural_gas.water_systems.energy_consumption	metadata	float	tbtu	Stock total savings of natural gas energy for the water systems end use	""
calc.weighted.savings.other_fuel.cooling.energy_consumption	metadata	float	tbtu	Stock total savings of fuel oil and propane energy for the cooling end use	""
calc.weighted.savings.other_fuel.heating.energy_consumption	metadata	float	tbtu	Stock total savings of fuel oil and propane energy for the heating end use	""
calc.weighted.savings.other_fuel.interior_equipment.energy_consumption	metadata	float	tbtu	Stock total savings of fuel oil and propane energy for the interior equipment end use	""
calc.weighted.savings.other_fuel.total.energy_consumption	metadata	float	tbtu	Stock total savings of fuel oil and propane energy for the total end use	""
calc.weighted.savings.other_fuel.water_systems.energy_consumption	metadata	float	tbtu	Stock total savings of fuel oil and propane energy for the water systems end use	""
calc.weighted.savings.site_energy.total.energy_consumption	metadata	float	tbtu	Stock total savings of site energy for all end uses	""
calc.weighted.site_energy.total.energy_consumption	metadata	float	tbtu	Stock total consumption of energy for all end uses	""
